"time_period","time_identifier","geographic_level","country_code","country_name","institution_group","institution_type","breakdown_topic","breakdown","data_type","version","inst_count","cohort","overall","education","fe","ssf","sfc","other_edu","ind","appru","special","spi","edu_combo","he","appren","appl3","appl2","all_work","all_notsust","notsust","notsust_beneet","only_beneet","all_unknown","unknown_id","unknown"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Ethnicity Major","Not Disadvantaged Asian or Asian British","Percentage","Revised","z","50954","96.7","95.2","20.1","54.8","18.4","1.9","c","c","c","c","c","c","0.6","c","c","0.9","2.4","c","c","c","0.9","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS2 Low prior","Percentage","Revised","z","82452","92.1","81.2","54.5","17.9","8.2","0.6","0.1","0.1","c","c","0.2","c","5.1","1.7","3.4","5.9","6.8","4.0","1.8","1.0","1.1","1.1","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Prior Attainment","Prior Attainment KS2 Low prior","Percentage","Revised","z","135132","88.0","77.9","54.4","15.5","7.3","0.7","0.1","0.2","0.2","0.1","0.2","low","3.9","1.3","2.7","6.2","10.5","5.3","3.0","2.1","1.6","1.5","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS4 E&M 9-5 not achieved","Percentage","Revised","z","180943","91.6","79.6","51.1","19.1","8.7","0.7","0.2","0.1","c","c","0.2","c","5.5","2.3","3.3","6.4","7.1","4.3","1.8","1.1","1.3","1.1","0.2"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Prior Attainment","Prior Attainment KS2 High prior","Percentage","Revised","z","121042","97.6","94.3","15.8","59.5","17.7","1.3","1.0","low","low","low","0.2","low","1.6","1.1","0.5","1.7","1.9","1.2","0.5","0.3","0.4","0.4","low"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS4 E&M 9-5 not achieved","Percentage","Revised","z","109200","81.8","72.4","50.3","11.5","6.2","4.4","0.1","0.4","c","c","0.2","c","2.4","0.8","1.7","7.0","15.9","7.6","4.8","3.5","2.3","2.2","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS4 E&M 9-5 achieved","Percentage","Revised","z","246714","98.6","95.3","19.1","57.1","18.0","1.1","0.9","low","c","c","0.2","c","2.1","1.4","0.7","1.2","1.0","0.8","0.2","0.1","0.4","0.3","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Prior Attainment","Prior Attainment KS4 E&M 9-5 achieved","Percentage","Revised","z","292592","98.3","94.9","20.1","55.9","17.9","1.0","0.8","low","low","low","0.2","low","2.0","1.3","0.7","1.4","1.3","1.0","0.3","0.1","0.4","0.3","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Selective school","Total","Total","Percentage","Revised","164","26121","99.0","97.8","5.4","86.9","4.0","1.6","1.5","low","low","low","0.1","low","0.7","0.5","0.2","0.5","0.6","0.5","0.1","0.1","0.3","0.3","low"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Sponsored academy","Total","Total","Percentage","Revised","769","126272","90.0","81.4","43.4","26.1","11.2","0.7","0.2","0.1","0.1","low","0.2","low","3.3","1.5","1.7","5.3","8.6","4.7","2.3","1.6","1.4","1.3","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","University Technical College","Total","Total","Percentage","Revised","47","3513","92.2","79.3","31.5","42.3","4.8","0.8","0.3","0.1","0.0","0.1","0.4","0.0","6.6","4.2","2.4","6.3","6.7","4.0","2.0","0.7","1.1","1.0","0.1"
"202223","Academic year","National","E92000001","England","Alternative provision","Other alternative provision","Total","Total","Percentage","Revised","147","2310","85.8","82.4","23.5","1.8","2.1","55.0","2.3","41.0","9.1","2.6","0.0","0.0","0.7","0.2","0.6","2.7","9.5","2.2","2.8","4.5","4.6","4.1","0.5"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Major","White","Percentage","Revised","z","415703","92.8","83.9","38.5","32.5","11.9","0.9","0.4","0.1","0.1","low","0.2","low","4.1","1.9","2.2","4.9","6.3","3.4","1.8","1.1","0.9","0.8","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Minor","Indian","Percentage","Revised","z","18030","97.5","96.2","17.9","61.4","15.9","1.0","0.9","low","low","0.0","0.1","0.0","0.6","0.4","0.2","0.7","1.8","1.3","0.3","0.2","0.8","0.6","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Minor","Black African","Percentage","Revised","z","23981","96.2","94.9","22.9","55.3","15.8","0.7","0.6","low","low","low","0.1","low","0.5","0.4","0.1","0.8","2.8","2.0","0.5","0.3","1.1","0.9","0.2"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Minor","Chinese","Percentage","Revised","z","2396","98.1","97.5","14.7","63.6","16.7","2.5","2.5","0.0","0.0","0.0","low","low","0.2","0.2","low","0.4","1.3","0.7","0.3","0.3","0.7","0.4","0.3"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Minor","Any other ethnic group","Percentage","Revised","z","11789","93.5","91.7","27.9","48.8","14.1","0.8","0.6","low","low","low","0.1","low","0.4","0.2","0.2","1.5","4.4","2.9","0.9","0.6","2.1","1.4","0.6"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","FSM Status","FSM eligible","Percentage","Revised","z","115741","85.5","77.5","44.0","23.1","9.7","0.8","0.2","0.2","0.1","0.1","0.2","low","2.2","0.8","1.4","5.8","12.7","6.3","3.8","2.7","1.8","1.7","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","FSM Status","FSM not eligible","Percentage","Revised","z","459314","95.2","88.1","33.3","40.1","13.8","0.9","0.5","0.1","low","low","0.2","low","3.5","1.7","1.8","3.6","4.0","2.5","1.0","0.6","0.8","0.7","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status","Not disadvantaged","Percentage","Revised","z","427598","95.6","88.6","32.6","41.0","14.1","0.9","0.6","0.1","low","low","0.2","low","3.5","1.8","1.8","3.4","3.6","2.3","0.9","0.5","0.8","0.6","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","SEN Provision","No identified SEN","Percentage","Revised","z","495255","94.2","87.1","32.9","39.5","13.9","0.8","0.5","low","low","low","0.2","low","3.2","1.6","1.6","3.8","4.9","2.9","1.3","0.7","0.9","0.8","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","SEN Primary Need","Speech language and communication needs","Percentage","Revised","z","8235","89.8","83.9","55.3","19.5","7.5","1.6","0.2","0.5","0.5","0.3","0.1","low","2.0","0.6","1.4","3.9","8.5","3.9","2.4","2.2","1.7","1.6","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","SEN Primary Need","Hearing impairment","Percentage","Revised","z","1779","93.1","87.5","43.6","31.3","11.5","1.2","0.2","0.3","0.3","0.3","0.1","0.0","2.8","1.1","1.6","2.8","5.7","3.3","1.5","1.0","1.2","1.1","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Major","White","Percentage","Revised","z","425617","92.7","83.9","38.3","31.8","11.6","2.1","0.4","0.2","1.2","0.1","0.2","low","4.0","1.8","2.1","4.8","6.3","3.4","1.8","1.2","0.9","0.9","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Major","Unclassified","Percentage","Revised","z","11017","88.9","82.1","37.4","32.7","10.1","1.9","0.4","0.3","0.9","0.1","0.1","low","2.6","1.3","1.4","4.2","9.0","4.8","2.7","1.4","2.1","1.7","0.5"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Minor","Any other ethnic group","Percentage","Revised","z","11979","93.5","91.7","27.8","48.0","13.9","2.0","0.6","0.1","1.1","0.1","0.1","low","0.4","0.2","0.2","1.4","4.4","2.9","0.9","0.6","2.1","1.4","0.6"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Severe learning difficulty","Percentage","Revised","z","2359","96.7","96.0","16.7","1.9","1.4","76.1","0.0","0.7","73.8","1.6","0.0","0.0","low","0.0","low","0.6","2.5","1.2","0.4","0.9","0.8","0.8","0.0"
"202223","Academic year","National","E92000001","England","State-funded (inc. non-maintained) special schools","Total","Sex","Male","Percentage","Revised","z","9490","88.3","85.8","29.3","0.8","1.5","54.2","0.1","2.1","50.1","1.9","low","low","0.3","0.1","0.2","2.1","9.5","2.8","3.1","3.6","2.2","2.2","0.1"
"202223","Academic year","National","E92000001","England","State-funded (inc. non-maintained) special schools","Total","Disadvantage Status","Not disadvantaged","Percentage","Revised","z","5408","94.5","92.7","26.1","0.9","1.6","64.2","0.1","1.6","59.9","2.4","0.1","low","0.4","0.1","0.2","1.4","4.2","1.4","1.5","1.3","1.3","1.3","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Ethnicity Major","Disadvantaged Mixed Dual background","Percentage","Revised","z","11735","86.8","80.6","43.0","26.4","10.5","0.8","c","c","c","c","c","c","1.4","c","c","4.8","11.3","c","c","c","1.8","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Ethnicity Major","Not Disadvantaged Mixed Dual background","Percentage","Revised","z","21583","95.4","91.4","28.0","47.6","14.7","1.1","c","c","c","c","c","c","1.8","c","c","2.3","3.6","c","c","c","0.9","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Ethnicity Major","Not Disadvantaged Unclassified","Percentage","Revised","z","7821","90.5","83.6","36.0","35.8","10.8","1.0","c","c","c","c","c","c","2.9","c","c","4.0","7.5","c","c","c","2.0","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Ethnicity Major","Disadvantaged Black or Black British","Percentage","Revised","z","15503","93.1","91.0","31.6","40.7","15.6","3.1","c","c","c","c","c","c","0.6","c","c","1.5","5.5","c","c","c","1.4","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Ethnicity Major","Disadvantaged Any other ethnic group","Percentage","Revised","z","5142","92.2","90.5","33.9","41.1","13.2","2.3","c","c","c","c","c","c","0.3","c","c","1.5","5.8","c","c","c","2.0","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS2 no recorded level","Percentage","Revised","z","24601","92.5","89.5","33.5","40.8","13.3","1.9","1.5","0.2","c","c","0.1","c","0.8","0.4","0.4","2.1","4.3","2.9","0.7","0.7","3.2","1.8","1.4"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS4 E&M 9-5 achieved","Percentage","Revised","z","45836","96.7","93.0","25.4","49.6","17.2","0.7","0.5","low","c","c","0.2","c","1.6","1.0","0.7","2.0","2.9","2.1","0.6","0.1","0.5","0.5","low"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS4 E&M 9-4 not achieved","Percentage","Revised","z","72596","77.3","66.6","54.0","7.2","4.5","0.9","0.1","0.4","c","c","0.2","c","2.3","0.5","1.7","8.4","19.9","9.1","6.1","4.7","2.8","2.7","0.1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS4 E&M 9-4 not achieved","Percentage","Revised","z","98385","87.8","74.2","57.2","10.3","5.8","0.9","0.1","0.2","c","c","0.2","c","5.4","1.6","3.8","8.2","10.3","5.8","2.7","1.8","1.9","1.7","0.3"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Minor","White and Black African","Number of pupils","Revised","z","4095","3848","3666","1345","1685","541","95","22","6","53","3","11","0","67","40","27","115","208","125","60","23","39","33","6"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Minor","Any other Asian background","Number of pupils","Revised","z","10810","10448","10331","2069","6390","1652","220","66","3","131","2","14","4","38","18","20","79","253","174","46","33","109","72","37"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Minor","Black African","Number of pupils","Revised","z","23252","22492","22197","5199","12794","3700","504","123","9","334","5","33","0","127","113","14","168","507","374","89","44","253","210","43"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","First Language","First Language Known or believed to be English","Number of pupils","Revised","z","475991","446337","406855","170724","168112","57580","10439","2101","655","6024","385","1210","64","18568","7965","10603","20914","26039","14803","7407","3829","3615","3355","260"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","First Language","First Language Unclassified","Number of pupils","Revised","z","2868","2438","2174","1221","682","200","71","16","20","27","4","3","1","75","22","53","189","331","142","110","79","99","70","29"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","FSM Status","FSM eligible","Number of pupils","Revised","z","107968","93818","85570","46754","24605","10302","3909","194","272","2994","167","276","6","2428","824","1604","5820","12435","6306","3837","2292","1715","1621","94"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Provision","School Action/SEN support","Number of pupils","Revised","z","63927","56693","50788","32166","13230","4820","572","180","116","86","24","163","3","2349","746","1603","3556","6294","3319","1819","1156","940","882","58"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Profound and multiple learning difficulty","Number of pupils","Revised","z","593","574","567","47","11","6","503","0","3","499","1","0","0","1","0","1","6","3","1","0","2","16","15","1"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Autistic spectrum disorder","Number of pupils","Revised","z","11798","10986","10620","5102","2359","749","2410","35","105","2141","112","16","1","139","53","86","227","654","330","173","151","158","147","11"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Other difficulty or disability","Number of pupils","Revised","z","4411","3972","3655","2100","1032","341","182","11","18","128","7","18","0","160","57","103","157","369","200","101","68","70","62","8"
"202122","Academic year","National","E92000001","England","Alternative provision","Total","Disadvantage Status","Disadvantaged","Number of pupils","Revised","z","4564","2798","2148","1281","48","48","771","14","635","87","32","3","0","89","16","73","561","1574","512","616","446","192","179","13"
"202122","Academic year","National","E92000001","England","Alternative provision","Total","Disadvantage Status","Not disadvantaged","Number of pupils","Revised","z","3342","2507","2104","1082","113","106","803","54","581","111","55","2","0","80","20","60","323","692","265","250","177","143","112","31"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Ethnicity Major","Not Disadvantaged Unclassified","Number of pupils","Revised","z","7166","6550","6022","2562","2604","779","77","c","c","c","c","c","c","189","c","c","339","463","c","c","c","153","c","c"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Ethnicity Major","Not Disadvantaged White","Number of pupils","Revised","z","322303","309018","281856","110072","123833","42576","5375","c","c","c","c","c","c","14377","c","c","12785","10988","c","c","c","2297","c","c"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Ethnicity Major","Not Disadvantaged Unclassified","Number of pupils","Revised","z","7236","6616","6085","2582","2605","781","117","c","c","c","c","c","c","189","c","c","342","466","c","c","c","154","c","c"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS2 Mid prior","Number of pupils","Revised","z","217152","210250","194922","63004","96932","33321","1665","919","110","c","c","531","c","8350","4255","4095","6978","5888","3900","1428","560","1014","925","89"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Prior Attainment","Prior Attainment KS2 Mid prior","Number of pupils","Revised","z","283337","269950","249142","87592","117934","41471","2145","1047","194","93","28","744","39","10168","4996","5172","10640","11731","7189","3146","1396","1656","1532","124"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Prior Attainment","Prior Attainment KS4 E&M 9-5 not achieved","Number of pupils","Revised","z","264847","235686","205393","134089","47507","21736","2061","317","480","337","168","733","26","12778","4497","8281","17515","24911","13966","7000","3945","4250","3727","523"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Prior Attainment","Prior Attainment KS4 E&M 9-4 achieved","Number of pupils","Revised","z","415691","404042","380791","112753","198970","65428","3640","2404","126","56","17","975","62","12780","6720","6060","10471","9704","6843","2263","598","1945","1607","338"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS2 High prior","Number of pupils","Revised","z","10025","9458","9030","2103","5205","1583","139","82","12","c","c","34","c","157","81","76","271","488","275","139","74","79","73","6"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Prior Attainment","Prior Attainment KS4 E&M 9-5 not achieved","Number of pupils","Revised","z","277073","246722","216152","137371","47575","21903","9303","329","656","7156","393","742","27","12818","4509","8309","17752","25879","14286","7330","4263","4472","3941","531"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Prior Attainment","Prior Attainment KS4 E&M 9-4 achieved","Number of pupils","Revised","z","416152","404465","381184","112981","199001","65456","3746","2406","129","146","27","976","62","12793","6727","6066","10488","9738","6863","2272","603","1949","1611","338"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Total","Total","Number of pupils","Revised","3227","563910","529399","488037","195688","213669","73660","5020","2553","540","361","174","1317","75","19143","8288","10855","22219","29068","17019","7888","4161","5443","4693","750"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","FE college - 14-16","Total","Total","Number of pupils","Revised","16","1204","929","758","677","20","42","19","7","9","0","1","2","0","47","8","39","124","221","86","80","55","54","43","11"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Major","Asian or Asian British","Number of pupils","Revised","z","64814","62247","61191","14525","33761","12436","469","347","16","28","6","66","6","412","214","198","644","1915","1299","388","228","652","533","119"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Major","Any other ethnic group","Number of pupils","Revised","z","11115","10454","10260","3063","5588","1512","97","61","7","6","2","18","3","61","36","25","133","434","285","90","59","227","145","82"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Minor","White British","Number of pupils","Revised","z","377801","354054","318081","143137","126401","45034","3509","1592","428","271","148","1015","55","17270","7277","9993","18703","21188","12047","6098","3043","2559","2418","141"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Minor","Traveller of Irish Heritage","Number of pupils","Revised","z","155","120","100","65","20","14","1","1","0","0","0","0","0","5","1","4","15","30","13","10","7","5","4","1"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Minor","White and Black Caribbean","Number of pupils","Revised","z","8165","7383","6770","3379","2478","854","59","18","10","4","3","24","0","245","116","129","368","694","421","183","90","88","84","4"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Minor","Pakistani","Number of pupils","Revised","z","25286","23808","23226","7136","10167","5799","124","73","8","14","2","26","1","225","111","114","357","1112","746","229","137","366","327","39"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Minor","Black Caribbean","Number of pupils","Revised","z","6941","6505","6259","2853","2470","897","39","8","7","6","2","15","1","90","62","28","156","366","253","75","38","70","59","11"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","SEN Primary Need","Hearing impairment","Number of pupils","Revised","z","1787","1668","1555","777","539","215","24","6","3","9","2","4","0","51","20","31","62","103","62","26","15","16","15","1"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Major","Any other ethnic group","Number of pupils","Revised","z","11271","10603","10409","3088","5588","1515","218","61","7","126","3","18","3","61","36","25","133","438","287","91","60","230","146","84"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Major","Unclassified","Number of pupils","Revised","z","10131","9118","8373","3757","3373","1045","198","56","16","97","5","22","2","245","104","141","500","800","400","260","140","213","168","45"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Minor","White Irish","Number of pupils","Revised","z","1723","1605","1513","445","853","167","48","16","3","22","1","5","1","33","13","20","59","84","51","16","17","34","26","8"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Minor","Any other white background","Number of pupils","Revised","z","32136","29767","28831","10781","13417","4102","531","157","18","288","6","59","3","247","128","119","689","1426","906","271","249","943","699","244"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Minor","Indian","Number of pupils","Revised","z","16905","16528","16316","3089","10355","2586","286","106","3","162","2","13","0","90","56","34","122","262","192","47","23","115","85","30"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Minor","Pakistani","Number of pupils","Revised","z","25759","24265","23682","7206","10169","5800","507","73","9","392","5","26","2","225","111","114","358","1120","748","232","140","374","335","39"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Minor","Bangladeshi","Number of pupils","Revised","z","10249","9908","9772","2019","5507","2049","197","51","5","127","1","13","0","53","25","28","83","285","184","65","36","56","47","9"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","First Language","First Language Known or believed to be other than English","Number of pupils","Revised","z","97446","91818","89918","27094","44967","16060","1797","449","43","1166","15","113","11","543","314","229","1357","3676","2402","702","572","1952","1483","469"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status","Not disadvantaged","Number of pupils","Revised","z","424086","406952","377321","134221","176961","58975","7164","2276","318","3395","186","920","69","15440","7018","8422","14191","13731","8897","3267","1567","3403","2771","632"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Severe learning difficulty","Number of pupils","Revised","z","2457","2380","2362","421","51","34","1856","0","17","1808","30","1","0","5","1","4","13","60","21","21","18","17","16","1"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Total","Number of pupils","Revised","z","87642","78084","71380","42118","15090","5700","8472","229","509","7155","387","187","5","2553","801","1752","4151","8177","4061","2445","1671","1381","1309","72"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Sex","Disadvantaged Male","Number of pupils","Revised","z","72126","62615","56376","32662","16978","6174","562","111","141","90","51","168","1","2072","882","1190","4167","8190","4342","2418","1430","1321","1249","72"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Ethnicity Major","Disadvantaged Any other ethnic group","Number of pupils","Revised","z","4654","4337","4260","1518","2078","628","36","c","c","c","c","c","c","24","c","c","53","237","c","c","c","80","c","c"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Ethnicity Major","Not Disadvantaged Asian or Asian British","Number of pupils","Revised","z","47555","46108","45430","9522","26536","9011","361","c","c","c","c","c","c","291","c","c","387","1007","c","c","c","440","c","c"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Ethnicity Major","Disadvantaged White","Number of pupils","Revised","z","100053","85579","75291","47596","17043","6906","3746","c","c","c","c","c","c","3244","c","c","7044","12932","c","c","c","1542","c","c"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Ethnicity Major","Disadvantaged Asian or Asian British","Number of pupils","Revised","z","17664","16527","16148","5061","7227","3428","432","c","c","c","c","c","c","121","c","c","258","919","c","c","c","218","c","c"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS2 Mid prior","Number of pupils","Revised","z","66185","59700","54220","24588","21002","8150","480","128","84","c","c","213","c","1818","741","1077","3662","5843","3289","1718","836","642","607","35"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS2 High prior","Number of pupils","Revised","z","73287","72187","70515","8905","47720","12931","959","820","25","c","c","87","c","887","595","292","785","852","586","192","74","248","229","19"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS4 E&M 9-5 achieved","Number of pupils","Revised","z","48160","46529","44478","12651","23373","8075","379","211","14","c","c","147","c","888","461","427","1163","1408","954","367","87","223","203","20"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS4 E&M 9-4 not achieved","Number of pupils","Revised","z","64294","51063","44246","35228","5250","3119","649","45","230","c","c","141","c","1641","333","1308","5176","11587","5605","3611","2371","1644","1563","81"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS2 no recorded level","Number of pupils","Revised","z","25614","23469","22756","8386","10099","3286","985","388","25","c","c","36","c","223","98","125","490","1087","715","202","170","1058","616","442"
"202122","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS4 E&M 9-4 not achieved","Number of pupils","Revised","z","71369","57213","50228","37198","5284","3208","4538","54","363","c","c","146","c","1659","338","1321","5326","12357","5835","3884","2638","1799","1715","84"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Major","Unclassified","Number of pupils","Revised","z","9973","8974","8233","3714","3372","1043","104","56","12","9","3","22","2","245","104","141","496","789","399","255","135","210","165","45"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","First Language","First Language Unclassified","Number of pupils","Revised","z","2824","2399","2135","1217","682","200","36","16","11","2","3","3","1","75","22","53","189","326","141","110","75","99","70","29"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","SEN Primary Need","Specific learning difficulty","Number of pupils","Revised","z","16037","14799","13077","8088","3520","1304","165","74","33","19","8","31","0","847","277","570","875","1078","633","289","156","160","149","11"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","SEN Primary Need","Moderate learning difficulty","Number of pupils","Revised","z","14844","13006","11632","8798","1906","785","143","22","30","46","17","28","0","504","123","381","870","1567","823","457","287","271","258","13"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","SEN Primary Need","Severe learning difficulty","Number of pupils","Revised","z","342","315","299","225","42","17","15","0","2","9","3","1","0","5","1","4","11","25","9","7","9","2","2","0"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","SEN Primary Need","Multi-sensory impairment","Number of pupils","Revised","z","162","153","138","79","39","16","4","0","2","0","1","1","0","4","4","0","11","8","5","2","1","1","1","0"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","SEN Primary Need","Autistic spectrum disorder","Number of pupils","Revised","z","8594","7939","7593","4317","2329","704","243","30","68","85","44","15","1","136","52","84","210","536","271","148","117","119","110","9"
"202122","Academic year","National","E92000001","England","State-funded mainstream schools","Total","SEN Primary Need","Other difficulty or disability","Number of pupils","Revised","z","4204","3788","3474","2046","1030","338","60","11","14","11","6","18","0","158","56","102","156","349","190","97","62","67","60","7"
