"geographic_level","area","SSA","Level","sex","Achievements","Enrolments","Total","Total_ach","Total_enr","pcAch","pcEnr"
"LEP","Gloucestershire","Business, Administration and Law","Not Assigned","Female",NA,NA,"Total",50,90,NA,NA
"LEP","Gloucestershire","Business, Administration and Law","Not Assigned","Male",NA,NA,"Total",70,360,NA,NA
"LEP","Gloucestershire","Business, Administration and Law","Not Assigned","Total",NA,NA,"Total",130,460,NA,NA
"LEP","Gloucestershire","Business, Administration and Law","Total","Female",310,540,"Total",5750,7810,0.0539130434782609,0.0691421254801537
"LEP","Gloucestershire","Business, Administration and Law","Total","Male",210,320,"Total",3090,4390,0.0679611650485437,0.0728929384965831
"LEP","Gloucestershire","Business, Administration and Law","Total","Total",530,870,"Total",8860,12200,0.0598194130925508,0.0713114754098361
"LEP","Gloucestershire","Construction, Planning and the Built Environment","1","Female",20,20,"Total",830,1000,0.0240963855421687,0.02
"LEP","Gloucestershire","Construction, Planning and the Built Environment","1","Male",180,200,"Total",780,900,0.230769230769231,0.222222222222222
"LEP","Gloucestershire","Construction, Planning and the Built Environment","1","Total",190,230,"Total",1600,1900,0.11875,0.121052631578947
"LEP","Gloucestershire","Construction, Planning and the Built Environment","2","Female",NA,NA,"Total",2310,3500,NA,NA
"LEP","Gloucestershire","Construction, Planning and the Built Environment","2","Male",20,30,"Total",920,1420,0.0217391304347826,0.0211267605633803
"LEP","Gloucestershire","Construction, Planning and the Built Environment","2","Total",40,40,"Total",3240,4930,0.0123456790123457,0.00811359026369168
"LEP","Gloucestershire","Construction, Planning and the Built Environment","3","Female",NA,NA,"Total",320,650,NA,NA
"LEP","Gloucestershire","Construction, Planning and the Built Environment","3","Male",10,10,"Total",170,310,0.0588235294117647,0.032258064516129
"LEP","Gloucestershire","Construction, Planning and the Built Environment","3","Total",10,20,"Total",520,970,0.0192307692307692,0.0206185567010309
"LEP","Gloucestershire","Construction, Planning and the Built Environment","4+","Female",NA,NA,"Total",30,70,NA,NA
"LEP","Gloucestershire","Construction, Planning and the Built Environment","4+","Male",NA,NA,"Total",20,50,NA,NA
"LEP","Gloucestershire","Construction, Planning and the Built Environment","4+","Total",NA,NA,"Total",50,110,NA,NA
"LEP","Gloucestershire","Construction, Planning and the Built Environment","E","Female",NA,NA,"Total",2220,2510,NA,NA
"LEP","Gloucestershire","Construction, Planning and the Built Environment","E","Male",NA,NA,"Total",1140,1340,NA,NA
"LEP","Gloucestershire","Construction, Planning and the Built Environment","E","Total",NA,NA,"Total",3340,3850,NA,NA
"LEP","Gloucestershire","Construction, Planning and the Built Environment","Not Assigned","Female",NA,NA,"Total",50,90,NA,NA
"LEP","Gloucestershire","Construction, Planning and the Built Environment","Not Assigned","Male",NA,NA,"Total",70,360,NA,NA
"LEP","Gloucestershire","Construction, Planning and the Built Environment","Not Assigned","Total",NA,NA,"Total",130,460,NA,NA
"LEP","Gloucestershire","Construction, Planning and the Built Environment","Total","Female",20,20,"Total",5750,7810,0.00347826086956522,0.00256081946222791
"LEP","Gloucestershire","Construction, Planning and the Built Environment","Total","Male",230,250,"Total",3090,4390,0.0744336569579288,0.0569476082004556
"LEP","Gloucestershire","Construction, Planning and the Built Environment","Total","Total",260,280,"Total",8860,12200,0.0293453724604966,0.0229508196721311
"LEP","Gloucestershire","Education and Training","1","Female",NA,NA,"Total",830,1000,NA,NA
"LEP","Gloucestershire","Education and Training","1","Male",NA,NA,"Total",780,900,NA,NA
"LEP","Gloucestershire","Education and Training","1","Total",NA,NA,"Total",1600,1900,NA,NA
"LEP","Gloucestershire","Education and Training","2","Female",70,130,"Total",2310,3500,0.0303030303030303,0.0371428571428571
"LEP","Gloucestershire","Education and Training","2","Male",10,20,"Total",920,1420,0.0108695652173913,0.0140845070422535
"LEP","Gloucestershire","Education and Training","2","Total",90,150,"Total",3240,4930,0.0277777777777778,0.0304259634888438
"LEP","Gloucestershire","Education and Training","3","Female",30,50,"Total",320,650,0.09375,0.0769230769230769
"LEP","Gloucestershire","Education and Training","3","Male",NA,NA,"Total",170,310,NA,NA
"LEP","Gloucestershire","Education and Training","3","Total",40,70,"Total",520,970,0.0769230769230769,0.0721649484536082
"LEP","Gloucestershire","Education and Training","4+","Female",NA,NA,"Total",30,70,NA,NA
"LEP","Gloucestershire","Education and Training","4+","Male",NA,NA,"Total",20,50,NA,NA
"LEP","Gloucestershire","Education and Training","4+","Total",NA,NA,"Total",50,110,NA,NA
"LEP","Gloucestershire","Education and Training","E","Female",NA,NA,"Total",2220,2510,NA,NA
"LEP","Gloucestershire","Education and Training","E","Male",NA,NA,"Total",1140,1340,NA,NA
"LEP","Gloucestershire","Education and Training","E","Total",NA,NA,"Total",3340,3850,NA,NA
"LEP","Gloucestershire","Education and Training","Not Assigned","Female",NA,NA,"Total",50,90,NA,NA
"LEP","Gloucestershire","Education and Training","Not Assigned","Male",NA,NA,"Total",70,360,NA,NA
"LEP","Gloucestershire","Education and Training","Not Assigned","Total",NA,NA,"Total",130,460,NA,NA
"LEP","Gloucestershire","Education and Training","Total","Female",110,160,"Total",5750,7810,0.0191304347826087,0.0204865556978233
"LEP","Gloucestershire","Education and Training","Total","Male",20,30,"Total",3090,4390,0.00647249190938511,0.00683371298405467
"LEP","Gloucestershire","Education and Training","Total","Total",130,210,"Total",8860,12200,0.0146726862302483,0.0172131147540984
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","1","Female",NA,NA,"Total",830,1000,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","1","Male",NA,NA,"Total",780,900,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","1","Total",NA,NA,"Total",1600,1900,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","2","Female",50,50,"Total",2310,3500,0.0216450216450216,0.0142857142857143
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","2","Male",60,70,"Total",920,1420,0.0652173913043478,0.0492957746478873
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","2","Total",110,120,"Total",3240,4930,0.0339506172839506,0.0243407707910751
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","3","Female",NA,NA,"Total",320,650,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","3","Male",20,30,"Total",170,310,0.117647058823529,0.0967741935483871
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","3","Total",30,30,"Total",520,970,0.0576923076923077,0.0309278350515464
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","4+","Female",NA,NA,"Total",30,70,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","4+","Male",NA,NA,"Total",20,50,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","4+","Total",NA,NA,"Total",50,110,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","E","Female",NA,NA,"Total",2220,2510,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","E","Male",NA,NA,"Total",1140,1340,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","E","Total",NA,NA,"Total",3340,3850,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","Not Assigned","Female",NA,NA,"Total",50,90,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","Not Assigned","Male",NA,NA,"Total",70,360,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","Not Assigned","Total",NA,NA,"Total",130,460,NA,NA
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","Total","Female",50,50,"Total",5750,7810,0.00869565217391304,0.00640204865556978
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","Total","Male",100,130,"Total",3090,4390,0.0323624595469256,0.0296127562642369
"LEP","Gloucestershire","Engineering and Manufacturing Technologies","Total","Total",120,180,"Total",8860,12200,0.0135440180586907,0.0147540983606557
"LEP","Gloucestershire","Health, Public Services and Care","1","Female",20,40,"Total",830,1000,0.0240963855421687,0.04
"LEP","Gloucestershire","Health, Public Services and Care","1","Male",40,40,"Total",780,900,0.0512820512820513,0.0444444444444444
"LEP","Gloucestershire","Health, Public Services and Care","1","Total",60,60,"Total",1600,1900,0.0375,0.0315789473684211
"LEP","Gloucestershire","Health, Public Services and Care","2","Female",1280,1870,"Total",2310,3500,0.554112554112554,0.534285714285714
"LEP","Gloucestershire","Health, Public Services and Care","2","Male",270,360,"Total",920,1420,0.293478260869565,0.253521126760563
"LEP","Gloucestershire","Health, Public Services and Care","2","Total",1550,2230,"Total",3240,4930,0.478395061728395,0.452332657200811
"LEP","Gloucestershire","Health, Public Services and Care","3","Female",170,300,"Total",320,650,0.53125,0.461538461538462
"LEP","Gloucestershire","Health, Public Services and Care","3","Male",40,50,"Total",170,310,0.235294117647059,0.161290322580645
"LEP","Gloucestershire","Health, Public Services and Care","3","Total",200,360,"Total",520,970,0.384615384615385,0.371134020618557
"LEP","Gloucestershire","Health, Public Services and Care","4+","Female",10,60,"Total",30,70,0.333333333333333,0.857142857142857
"LEP","Gloucestershire","Health, Public Services and Care","4+","Male",NA,NA,"Total",20,50,NA,NA
"LEP","Gloucestershire","Health, Public Services and Care","4+","Total",10,60,"Total",50,110,0.2,0.545454545454545
"LEP","Gloucestershire","Health, Public Services and Care","E","Female",330,330,"Total",2220,2510,0.148648648648649,0.131474103585657
"LEP","Gloucestershire","Health, Public Services and Care","E","Male",20,20,"Total",1140,1340,0.0175438596491228,0.0149253731343284
"LEP","Gloucestershire","Health, Public Services and Care","E","Total",360,360,"Total",3340,3850,0.107784431137725,0.0935064935064935
"LEP","Gloucestershire","Health, Public Services and Care","Not Assigned","Female",NA,NA,"Total",50,90,NA,NA
"LEP","Gloucestershire","Health, Public Services and Care","Not Assigned","Male",NA,NA,"Total",70,360,NA,NA
"LEP","Gloucestershire","Health, Public Services and Care","Not Assigned","Total",NA,NA,"Total",130,460,NA,NA
"LEP","Gloucestershire","Health, Public Services and Care","Total","Female",1810,2570,"Total",5750,7810,0.314782608695652,0.329065300896287
"LEP","Gloucestershire","Health, Public Services and Care","Total","Male",370,500,"Total",3090,4390,0.119741100323625,0.113895216400911
"LEP","Gloucestershire","Health, Public Services and Care","Total","Total",2180,3040,"Total",8860,12200,0.246049661399549,0.249180327868852
"LEP","Gloucestershire","History, Philosophy and Theology","1","Female",NA,NA,"Total",830,1000,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","1","Male",NA,NA,"Total",780,900,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","1","Total",NA,NA,"Total",1600,1900,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","2","Female",NA,10,"Total",2310,3500,NA,0.00285714285714286
"LEP","Gloucestershire","History, Philosophy and Theology","2","Male",NA,NA,"Total",920,1420,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","2","Total",NA,10,"Total",3240,4930,NA,0.00202839756592292
"LEP","Gloucestershire","History, Philosophy and Theology","3","Female",NA,NA,"Total",320,650,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","3","Male",NA,NA,"Total",170,310,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","3","Total",NA,NA,"Total",520,970,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","4+","Female",NA,NA,"Total",30,70,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","4+","Male",NA,NA,"Total",20,50,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","4+","Total",NA,NA,"Total",50,110,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","E","Female",NA,NA,"Total",2220,2510,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","E","Male",NA,NA,"Total",1140,1340,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","E","Total",NA,NA,"Total",3340,3850,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","Not Assigned","Female",NA,NA,"Total",50,90,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","Not Assigned","Male",NA,NA,"Total",70,360,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","Not Assigned","Total",NA,NA,"Total",130,460,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","Total","Female",NA,10,"Total",5750,7810,NA,0.00128040973111396
"LEP","Gloucestershire","History, Philosophy and Theology","Total","Male",NA,NA,"Total",3090,4390,NA,NA
"LEP","Gloucestershire","History, Philosophy and Theology","Total","Total",NA,10,"Total",8860,12200,NA,0.000819672131147541
"LEP","Gloucestershire","Information and Communication Technology","1","Female",20,20,"Total",830,1000,0.0240963855421687,0.02
"LEP","Gloucestershire","Information and Communication Technology","1","Male",10,10,"Total",780,900,0.0128205128205128,0.0111111111111111
"LEP","Gloucestershire","Information and Communication Technology","1","Total",50,60,"Total",1600,1900,0.03125,0.0315789473684211
"LEP","Gloucestershire","Information and Communication Technology","2","Female",140,240,"Total",2310,3500,0.0606060606060606,0.0685714285714286
"LEP","Gloucestershire","Information and Communication Technology","2","Male",70,160,"Total",920,1420,0.0760869565217391,0.112676056338028
"LEP","Gloucestershire","Information and Communication Technology","2","Total",210,390,"Total",3240,4930,0.0648148148148148,0.0791075050709939
"LEP","Gloucestershire","Information and Communication Technology","3","Female",NA,50,"Total",320,650,NA,0.0769230769230769
"LEP","Gloucestershire","Information and Communication Technology","3","Male",10,20,"Total",170,310,0.0588235294117647,0.0645161290322581
"LEP","Gloucestershire","Information and Communication Technology","3","Total",10,80,"Total",520,970,0.0192307692307692,0.0824742268041237
"LEP","Gloucestershire","Information and Communication Technology","4+","Female",NA,NA,"Total",30,70,NA,NA
"LEP","Gloucestershire","Information and Communication Technology","4+","Male",NA,NA,"Total",20,50,NA,NA
"LEP","Gloucestershire","Information and Communication Technology","4+","Total",NA,NA,"Total",50,110,NA,NA
"LEP","Gloucestershire","Information and Communication Technology","E","Female",170,190,"Total",2220,2510,0.0765765765765766,0.0756972111553785
"LEP","Gloucestershire","Information and Communication Technology","E","Male",140,140,"Total",1140,1340,0.12280701754386,0.104477611940299
"LEP","Gloucestershire","Information and Communication Technology","E","Total",320,330,"Total",3340,3850,0.0958083832335329,0.0857142857142857
"LEP","Gloucestershire","Information and Communication Technology","Not Assigned","Female",NA,NA,"Total",50,90,NA,NA
"LEP","Gloucestershire","Information and Communication Technology","Not Assigned","Male",NA,NA,"Total",70,360,NA,NA
"LEP","Gloucestershire","Information and Communication Technology","Not Assigned","Total",NA,NA,"Total",130,460,NA,NA
"LEP","Gloucestershire","Information and Communication Technology","Total","Female",340,520,"Total",5750,7810,0.0591304347826087,0.0665813060179257
"LEP","Gloucestershire","Information and Communication Technology","Total","Male",240,350,"Total",3090,4390,0.0776699029126214,0.0797266514806378
"LEP","Gloucestershire","Information and Communication Technology","Total","Total",580,860,"Total",8860,12200,0.0654627539503386,0.0704918032786885
"LEP","Gloucestershire","Languages, Literature and Culture","1","Female",60,70,"Total",830,1000,0.072289156626506,0.07
"LEP","Gloucestershire","Languages, Literature and Culture","1","Male",40,40,"Total",780,900,0.0512820512820513,0.0444444444444444
"LEP","Gloucestershire","Languages, Literature and Culture","1","Total",100,100,"Total",1600,1900,0.0625,0.0526315789473684
"LEP","Gloucestershire","Languages, Literature and Culture","2","Female",50,70,"Total",2310,3500,0.0216450216450216,0.02
"LEP","Gloucestershire","Languages, Literature and Culture","2","Male",50,50,"Total",920,1420,0.0543478260869565,0.0352112676056338
"LEP","Gloucestershire","Languages, Literature and Culture","2","Total",80,100,"Total",3240,4930,0.0246913580246914,0.0202839756592292
"LEP","Gloucestershire","Languages, Literature and Culture","3","Female",NA,NA,"Total",320,650,NA,NA
"LEP","Gloucestershire","Languages, Literature and Culture","3","Male",NA,NA,"Total",170,310,NA,NA
"LEP","Gloucestershire","Languages, Literature and Culture","3","Total",NA,NA,"Total",520,970,NA,NA
"LEP","Gloucestershire","Languages, Literature and Culture","4+","Female",NA,NA,"Total",30,70,NA,NA
"LEP","Gloucestershire","Languages, Literature and Culture","4+","Male",NA,NA,"Total",20,50,NA,NA
"LEP","Gloucestershire","Languages, Literature and Culture","4+","Total",NA,NA,"Total",50,110,NA,NA
"LEP","Gloucestershire","Languages, Literature and Culture","E","Female",170,170,"Total",2220,2510,0.0765765765765766,0.0677290836653386
"LEP","Gloucestershire","Languages, Literature and Culture","E","Male",110,110,"Total",1140,1340,0.0964912280701754,0.082089552238806
"LEP","Gloucestershire","Languages, Literature and Culture","E","Total",280,300,"Total",3340,3850,0.0838323353293413,0.0779220779220779
"LEP","Gloucestershire","Languages, Literature and Culture","Not Assigned","Female",NA,NA,"Total",50,90,NA,NA
"LEP","Gloucestershire","Languages, Literature and Culture","Not Assigned","Male",NA,NA,"Total",70,360,NA,NA
"LEP","Gloucestershire","Languages, Literature and Culture","Not Assigned","Total",NA,NA,"Total",130,460,NA,NA
"LEP","Gloucestershire","Languages, Literature and Culture","Total","Female",280,320,"Total",5750,7810,0.048695652173913,0.0409731113956466
"LEP","Gloucestershire","Languages, Literature and Culture","Total","Male",170,200,"Total",3090,4390,0.0550161812297735,0.0455580865603645
"LEP","Gloucestershire","Languages, Literature and Culture","Total","Total",460,510,"Total",8860,12200,0.0519187358916479,0.0418032786885246
"LEP","Gloucestershire","Leisure, Travel and Tourism","1","Female",NA,NA,"Total",830,1000,NA,NA
"LEP","Gloucestershire","Leisure, Travel and Tourism","1","Male",NA,NA,"Total",780,900,NA,NA
"LEP","Gloucestershire","Leisure, Travel and Tourism","1","Total",10,10,"Total",1600,1900,0.00625,0.00526315789473684
"LEP","Gloucestershire","Leisure, Travel and Tourism","2","Female",30,30,"Total",2310,3500,0.012987012987013,0.00857142857142857
"LEP","Gloucestershire","Leisure, Travel and Tourism","2","Male",NA,10,"Total",920,1420,NA,0.00704225352112676
"LEP","Gloucestershire","Leisure, Travel and Tourism","2","Total",40,60,"Total",3240,4930,0.0123456790123457,0.0121703853955375
"LEP","Gloucestershire","Leisure, Travel and Tourism","3","Female",NA,30,"Total",320,650,NA,0.0461538461538462
"LEP","Gloucestershire","Leisure, Travel and Tourism","3","Male",NA,20,"Total",170,310,NA,0.0645161290322581
"LEP","Gloucestershire","Leisure, Travel and Tourism","3","Total",NA,30,"Total",520,970,NA,0.0309278350515464
"LEP","Gloucestershire","Leisure, Travel and Tourism","4+","Female",NA,NA,"Total",30,70,NA,NA
"LEP","Gloucestershire","Leisure, Travel and Tourism","4+","Male",NA,NA,"Total",20,50,NA,NA
"LEP","Gloucestershire","Leisure, Travel and Tourism","4+","Total",NA,NA,"Total",50,110,NA,NA
"LEP","Gloucestershire","Leisure, Travel and Tourism","E","Female",10,10,"Total",2220,2510,0.0045045045045045,0.00398406374501992
"LEP","Gloucestershire","Leisure, Travel and Tourism","E","Male",10,10,"Total",1140,1340,0.0087719298245614,0.00746268656716418
"LEP","Gloucestershire","Leisure, Travel and Tourism","E","Total",20,20,"Total",3340,3850,0.00598802395209581,0.00519480519480519
"LEP","Gloucestershire","Leisure, Travel and Tourism","Not Assigned","Female",NA,NA,"Total",50,90,NA,NA
"LEP","Gloucestershire","Leisure, Travel and Tourism","Not Assigned","Male",NA,NA,"Total",70,360,NA,NA
"LEP","Gloucestershire","Leisure, Travel and Tourism","Not Assigned","Total",NA,NA,"Total",130,460,NA,NA
"LEP","Gloucestershire","Leisure, Travel and Tourism","Total","Female",50,60,"Total",5750,7810,0.00869565217391304,0.00768245838668374
"LEP","Gloucestershire","Leisure, Travel and Tourism","Total","Male",40,70,"Total",3090,4390,0.0129449838187702,0.0159453302961276
"LEP","Gloucestershire","Leisure, Travel and Tourism","Total","Total",90,130,"Total",8860,12200,0.0101580135440181,0.010655737704918
"LEP","Gloucestershire","Not Applicable/ Not Known","1","Female",NA,NA,"Total",830,1000,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","1","Male",NA,NA,"Total",780,900,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","1","Total",NA,NA,"Total",1600,1900,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","2","Female",NA,NA,"Total",2310,3500,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","2","Male",NA,NA,"Total",920,1420,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","2","Total",NA,NA,"Total",3240,4930,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","3","Female",NA,NA,"Total",320,650,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","3","Male",NA,NA,"Total",170,310,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","3","Total",NA,NA,"Total",520,970,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","4+","Female",NA,NA,"Total",30,70,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","4+","Male",NA,NA,"Total",20,50,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","4+","Total",NA,NA,"Total",50,110,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","E","Female",NA,NA,"Total",2220,2510,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","E","Male",NA,NA,"Total",1140,1340,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","E","Total",NA,NA,"Total",3340,3850,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","Not Assigned","Female",NA,NA,"Total",50,90,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","Not Assigned","Male",NA,20,"Total",70,360,NA,0.0555555555555556
"LEP","Gloucestershire","Not Applicable/ Not Known","Not Assigned","Total",10,20,"Total",130,460,0.0769230769230769,0.0434782608695652
"LEP","Gloucestershire","Not Applicable/ Not Known","Total","Female",NA,NA,"Total",5750,7810,NA,NA
"LEP","Gloucestershire","Not Applicable/ Not Known","Total","Male",NA,20,"Total",3090,4390,NA,0.00455580865603645
"LEP","Gloucestershire","Not Applicable/ Not Known","Total","Total",10,20,"Total",8860,12200,0.00112866817155756,0.00163934426229508
"LEP","Gloucestershire","Preparation for Life and Work","1","Female",480,620,"Total",830,1000,0.578313253012048,0.62
"LEP","Gloucestershire","Preparation for Life and Work","1","Male",400,490,"Total",780,900,0.512820512820513,0.544444444444444
"LEP","Gloucestershire","Preparation for Life and Work","1","Total",890,1100,"Total",1600,1900,0.55625,0.578947368421053
"LEP","Gloucestershire","Preparation for Life and Work","2","Female",300,500,"Total",2310,3500,0.12987012987013,0.142857142857143
"LEP","Gloucestershire","Preparation for Life and Work","2","Male",140,210,"Total",920,1420,0.152173913043478,0.147887323943662
"LEP","Gloucestershire","Preparation for Life and Work","2","Total",440,710,"Total",3240,4930,0.135802469135802,0.144016227180527
"LEP","Gloucestershire","Preparation for Life and Work","3","Female",NA,NA,"Total",320,650,NA,NA
"LEP","Gloucestershire","Preparation for Life and Work","3","Male",NA,NA,"Total",170,310,NA,NA
"LEP","Gloucestershire","Preparation for Life and Work","3","Total",NA,NA,"Total",520,970,NA,NA
"LEP","Gloucestershire","Preparation for Life and Work","4+","Female",NA,NA,"Total",30,70,NA,NA
"LEP","Gloucestershire","Preparation for Life and Work","4+","Male",NA,NA,"Total",20,50,NA,NA
"LEP","Gloucestershire","Preparation for Life and Work","4+","Total",NA,NA,"Total",50,110,NA,NA
"LEP","Gloucestershire","Preparation for Life and Work","E","Female",1100,1340,"Total",2220,2510,0.495495495495495,0.533864541832669
"LEP","Gloucestershire","Preparation for Life and Work","E","Male",770,980,"Total",1140,1340,0.675438596491228,0.73134328358209
"LEP","Gloucestershire","Preparation for Life and Work","E","Total",1890,2310,"Total",3340,3850,0.565868263473054,0.6
"LEP","Gloucestershire","Preparation for Life and Work","Not Assigned","Female",20,20,"Total",50,90,0.4,0.222222222222222
"LEP","Gloucestershire","Preparation for Life and Work","Not Assigned","Male",20,30,"Total",70,360,0.285714285714286,0.0833333333333333
"LEP","Gloucestershire","Preparation for Life and Work","Not Assigned","Total",40,50,"Total",130,460,0.307692307692308,0.108695652173913
"LEP","Gloucestershire","Preparation for Life and Work","Total","Female",1910,2490,"Total",5750,7810,0.332173913043478,0.318822023047375
"LEP","Gloucestershire","Preparation for Life and Work","Total","Male",1340,1700,"Total",3090,4390,0.433656957928803,0.387243735763098
"LEP","Gloucestershire","Preparation for Life and Work","Total","Total",3240,4200,"Total",8860,12200,0.36568848758465,0.344262295081967
"LEP","Gloucestershire","Retail and Commercial Enterprise","1","Female",NA,NA,"Total",830,1000,NA,NA
"LEP","Gloucestershire","Retail and Commercial Enterprise","1","Male",NA,NA,"Total",780,900,NA,NA
"LEP","Gloucestershire","Retail and Commercial Enterprise","1","Total",NA,NA,"Total",1600,1900,NA,NA
"LEP","Gloucestershire","Retail and Commercial Enterprise","2","Female",100,150,"Total",2310,3500,0.0432900432900433,0.0428571428571429
"LEP","Gloucestershire","Retail and Commercial Enterprise","2","Male",120,250,"Total",920,1420,0.130434782608696,0.176056338028169
"LEP","Gloucestershire","Retail and Commercial Enterprise","2","Total",230,380,"Total",3240,4930,0.0709876543209877,0.077079107505071
"LEP","Gloucestershire","Retail and Commercial Enterprise","3","Female",50,70,"Total",320,650,0.15625,0.107692307692308
"LEP","Gloucestershire","Retail and Commercial Enterprise","3","Male",NA,NA,"Total",170,310,NA,NA
"LEP","Gloucestershire","Retail and Commercial Enterprise","3","Total",50,70,"Total",520,970,0.0961538461538462,0.0721649484536082
"LEP","Gloucestershire","Retail and Commercial Enterprise","4+","Female",NA,NA,"Total",30,70,NA,NA
"LEP","Gloucestershire","Retail and Commercial Enterprise","4+","Male",NA,NA,"Total",20,50,NA,NA
"LEP","Gloucestershire","Retail and Commercial Enterprise","4+","Total",NA,NA,"Total",50,110,NA,NA
"LEP","Gloucestershire","Retail and Commercial Enterprise","E","Female",NA,NA,"Total",2220,2510,NA,NA
"LEP","Gloucestershire","Retail and Commercial Enterprise","E","Male",NA,NA,"Total",1140,1340,NA,NA
"LEP","Gloucestershire","Retail and Commercial Enterprise","E","Total",NA,NA,"Total",3340,3850,NA,NA
"LEP","Gloucestershire","Retail and Commercial Enterprise","Not Assigned","Female",NA,60,"Total",50,90,NA,0.666666666666667
"LEP","Gloucestershire","Retail and Commercial Enterprise","Not Assigned","Male",40,320,"Total",70,360,0.571428571428571,0.888888888888889
"LEP","Gloucestershire","Retail and Commercial Enterprise","Not Assigned","Total",40,370,"Total",130,460,0.307692307692308,0.804347826086957
"LEP","Gloucestershire","Retail and Commercial Enterprise","Total","Female",160,270,"Total",5750,7810,0.0278260869565217,0.0345710627400768
"LEP","Gloucestershire","Retail and Commercial Enterprise","Total","Male",170,570,"Total",3090,4390,0.0550161812297735,0.129840546697039
"LEP","Gloucestershire","Retail and Commercial Enterprise","Total","Total",340,820,"Total",8860,12200,0.0383747178329571,0.0672131147540984
"LEP","Gloucestershire","Science and Mathematics","1","Female",NA,NA,"Total",830,1000,NA,NA
"LEP","Gloucestershire","Science and Mathematics","1","Male",NA,NA,"Total",780,900,NA,NA
"LEP","Gloucestershire","Science and Mathematics","1","Total",NA,NA,"Total",1600,1900,NA,NA
"LEP","Gloucestershire","Science and Mathematics","2","Female",60,90,"Total",2310,3500,0.025974025974026,0.0257142857142857
"LEP","Gloucestershire","Science and Mathematics","2","Male",40,50,"Total",920,1420,0.0434782608695652,0.0352112676056338
"LEP","Gloucestershire","Science and Mathematics","2","Total",100,160,"Total",3240,4930,0.0308641975308642,0.0324543610547667
"LEP","Gloucestershire","Science and Mathematics","3","Female",10,10,"Total",320,650,0.03125,0.0153846153846154
"LEP","Gloucestershire","Science and Mathematics","3","Male",NA,10,"Total",170,310,NA,0.032258064516129
"LEP","Gloucestershire","Science and Mathematics","3","Total",20,50,"Total",520,970,0.0384615384615385,0.0515463917525773
"LEP","Gloucestershire","Science and Mathematics","4+","Female",NA,NA,"Total",30,70,NA,NA
"LEP","Gloucestershire","Science and Mathematics","4+","Male",NA,NA,"Total",20,50,NA,NA
