"year","area","geographic_level","16-64 None","16-64 NVQ1","16-64 NVQ2","16-64 trade apprenticeships","16-64 NVQ3","16-64 NVQ4","16-64 Other Qualifications","16-19 None","16-19 NVQ1","16-19 NVQ2","16-19 trade apprenticeships","16-19 NVQ3","16-19 NVQ4","16-19 Other Qualifications","20-24 None","20-24 NVQ1","20-24 NVQ2","20-24 trade apprenticeships","20-24 NVQ3","20-24 NVQ4","20-24 Other Qualifications","25-29 None","25-29 NVQ1","25-29 NVQ2","25-29 trade apprenticeships","25-29 NVQ3","25-29 NVQ4","25-29 Other Qualifications","30-39 None","30-39 NVQ1","30-39 NVQ2","30-39 trade apprenticeships","30-39 NVQ3","30-39 NVQ4","30-39 Other Qualifications","40-49 None","40-49 NVQ1","40-49 NVQ2","40-49 trade apprenticeships","40-49 NVQ3","40-49 NVQ4","40-49 Other Qualifications","50-64 None","50-64 NVQ1","50-64 NVQ2","50-64 trade apprenticeships","50-64 NVQ3","50-64 NVQ4","50-64 Other Qualifications"
2017,"Black Country","LEP","112200","91300","133900","13500","112100","176600","82000","11700","9700","22700","c","8400","800","4200","5900","8700","17200","1300","18600","16800","6400","8200","8100","16400","1200","16500","26800","10600","19100","18700","21100","2600","18800","48100","19000","23800","20400","25100","2100","21900","38600","15000","43500","25700","31300","6300","27800","45500","26900"
2017,"Cheshire and Warrington","LEP","32700","53000","100300","22300","80000","245900","24300","4900","4200","18800","1200","9000","c","c","2700","3100","6600","2600","12100","17500","3000","1900","3900","6900","2300","11600","23800","800","8900","7800","17600","3300","12500","51600","3800","2800","9400","17100","3900","14600","70100","6900","11600","24500","33400","9000","20200","82100","9700"
2017,"Cornwall and Isles of Scilly","LEP","16800","38400","63800","13500","71100","111000","12300","2100","4000","11600","c","8100","c","c","c","c","6300","1800","9000","8600","c","1400","4100","7900","c","5600","8100","2500","1400","4800","10400","c","13600","24800","c","1400","7800","9200","1900","17800","32700","1800","10100","16600","18400","7400","17000","36800","6400"
2017,"Coventry and Warwickshire","LEP","48600","58700","93200","15300","95800","220800","48000","8300","5900","13300","c","10700","c","1000","2500","4500","11200","3500","16000","20500","5300","4800","2600","7900","c","16200","23500","3000","6200","8000","15200","2000","14700","58700","10000","8200","17900","17300","2300","15400","51900","13500","18600","19800","28300","6600","22800","65800","15300"
2017,"Cumbria","LEP","22600","35700","50400","12800","64900","92400","15200","4200","3100","8600","c","3500","c","c","1700","1800","6300","c","8600","5300","c","1400","2400","3800","1100","7600","8300","1500","2700","4500","7600","1400","15300","18200","1500","4100","7500","7300","2800","9900","27200","4000","8500","16400","16700","7400","20100","33200","7400"
2017,"Dorset","LEP","27600","55100","74500","16100","91000","155300","26000","4800","5400","10500","c","8700","c","1100","2100","2800","7000","1300","17700","9700","1500","2700","3700","4600","1000","9200","16200","2700","3500","10300","12400","1200","16900","35900","4100","4100","11700","16900","2900","15500","37600","5300","10400","21100","23200","9400","23000","55300","11300"
2017,"Gloucestershire","LEP","19100","40500","65900","9500","73500","145700","23600","2800","4300","11800","c","5900","c","1400","c","2800","7200","2000","12400","6200","c","c","4000","4400","c","6600","15000","3600","3800","5600","11800","1500","12300","32500","5000","3700","9200","10000","c","14100","40300","4700","7200","14600","20700","4800","22100","51400","7700"
2017,"Greater Birmingham and Solihull","LEP","130300","140900","205100","27300","243600","400900","113800","9700","16800","37100","c","25300","1500","4700","6000","13400","18900","2800","57700","42800","15100","13400","15100","18300","3100","31500","56800","16200","20700","26400","40000","3500","45400","109400","24100","30200","28900","39200","4700","37800","87300","22300","50200","40300","51600","12400","45800","103200","31300"
2017,"Greater Manchester","LEP","170800","201100","283900","62900","323200","620600","111400","16200","21900","57400","2700","26900","c","4000","7600","17000","25700","6900","73600","59200","3800","13000","19800","26500","6100","45200","93000","11600","26600","32700","49100","9500","62800","178100","29700","33100","38300","53800","11100","50300","144200","26700","74300","71400","71300","26600","64400","145700","35600"
2017,"Heart of the South West","LEP","49200","119100","184500","40900","209000","367100","43300","8100","12600","33800","1400","21500","1200","c","3800","8200","18000","3800","43200","25900","2800","2500","8700","14500","3100","23400","38400","4600","5100","20300","24100","5200","37500","86300","9100","5600","25200","31100","7200","32300","83500","8800","24200","44200","63000","20300","51000","131800","17400"
2017,"Lancashire","LEP","68100","107300","170800","45700","167400","287500","56500","13300","11800","28400","low","12600","low","1000","700","4600","22000","5700","37500","18200","3600","2100","12000","15300","6000","23000","29800","4300","9900","12400","30100","6600","31200","70000","11500","12500","25400","30900","9100","24300","77400","9200","29700","41100","44100","17900","38800","91800","26900"
2017,"Leicester and Leicestershire","LEP","53600","85300","101800","16800","128700","217300","51100","6800","9200","19500","c","12800","1300","1200","3300","7600","11100","2000","27400","15800","2600","3300","6700","10700","2000","16600","29200","4200","9600","15800","18100","3300","25600","53100","13100","9800","19000","18100","3100","20200","52200","10700","20900","27000","24500","6100","26200","65600","19300"
2017,"Liverpool City Region","LEP","109500","110100","197500","28900","167400","302800","53100","10900","10800","31500","low","13500","1600","1900","5800","9300","19200","4400","34800","29400","3400","8200","11500","20000","1500","22200","40300","7100","15900","16700","36700","3700","28000","78000","11700","20600","20800","36200","5300","28100","68300","9000","48000","40900","53900","13600","40900","85000","19900"
2017,"North East","LEP","108800","141800","231900","50600","228000","397500","72900","11300","13300","34900","1500","22600","1600","3500","5200","11500","22500","6600","45100","39200","5400","9200","12800","20800","3500","25600","52300","7800","11700","21800","41600","5800","44400","98200","14600","18900","28900","40500","11300","36300","90400","14400","52600","53400","71500","22000","54100","115700","27200"
2017,"Stoke-on-Trent and Staffordshire","LEP","48300","86400","125800","30100","129100","209800","56600","4800","7700","22700","1400","9400","c","1600","3800","6700","11200","4500","20800","12300","6300","2500","6400","11100","2600","17900","23800","6400","7700","12500","16300","3400","27300","54100","10300","6100","21500","28800","5700","26000","47900","10400","23300","31600","35700","12400","27700","71300","21700"
2017,"Swindon and Wiltshire","LEP","22300","49100","73100","13400","75600","170500","26100","2800","5500","13400","c","6400","c","1000","2000","3400","5000","1300","8600","8200","2800","900","3900","7700","1700","7100","16000","2400","2900","6300","12500","1800","16100","41200","5700","3300","10300","16500","1900","17400","45500","4000","10300","19600","17900","6600","19900","59200","10200"
2017,"Tees Valley","LEP","49700","47100","73400","12000","75100","123700","30600","5200","4800","12100","low","5000","1000","2000","3200","4600","8400","900","13400","10300","2300","3700","6000","6800","900","9100","12800","4000","7800","6700","11000","2500","15100","28700","6100","8200","8800","14200","1500","13800","29400","5600","21600","16200","20900","5900","18700","41500","10500"
2017,"Thames Valley Berkshire","LEP","25500","52100","81300","13500","90300","264700","40200","4300","6400","17500","low","9400","low","1100","1000","4300","5000","1400","17300","16000","2700","2000","3000","6000","1000","10300","28500","4200","3000","9000","11900","1500","16000","78900","10900","4000","10200","16800","2800","17400","71200","9400","11100","19100","24000","6400","19900","69700","11800"
2017,"The Marches","LEP","30100","48800","74100","12500","80600","131900","27700","3600","3900","12700","500","6000","1100","500","1300","3400","6600","900","13300","5600","2000","2600","3900","4500","1400","9500","12000","3400","4000","7300","13700","1100","15100","26800","5300","5600","10100","12900","2200","16200","35400","6400","13000","20400","23600","6400","20600","50900","10100"
2017,"West of England","LEP","29400","68800","102000","17700","130100","347600","30900","3100","5700","20800","c","13300","c","1900","1500","4700","7600","1600","36600","33200","4000","2900","5300","9200","1300","12100","53300","4200","3900","9300","17900","2800","18700","87700","5800","5300","13000","19600","2700","18800","86500","5500","12800","30700","26900","9000","30600","86500","9400"
2017,"Worcestershire","LEP","33500","26100","63500","10000","64800","128000","24500","2400","2300","9600","c","6200","1400","1200","c","c","4300","1400","11100","8100","2400","4500","3000","10400","c","7200","11800","c","5000","4300","11100","1400","14100","31900","6600","7600","4100","9400","1900","10200","31500","4700","13700","11800","18800","4800","15900","43100","8900"
2017,"Buckinghamshire","LEP","10100","31600","45300","6600","60300","153400","14300","1700","6100","9700","c","5900","c","1400","c","2000","4500","c","14800","7700","c","1600","2000","5600","c","4900","13400","2000","c","4300","4800","900","13400","36100","2700","2300","5500","7300","c","8500","47000","3200","4000","11700","13400","4200","12800","49300","5100"
2017,"Coast to Capital","LEP","41700","92800","163200","26600","169600","407100","38900","8100","8300","29700","c","15200","1800","1000","1800","4700","14900","c","34900","32000","2300","2600","8500","17100","2000","18000","33600","1800","5400","16200","18200","4200","29000","102900","11800","5800","22700","28000","7000","32400","109100","9500","18000","32400","55300","12400","40100","127800","12600"
2017,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","117600","173200","235200","50900","250300","431900","107000","11400","18100","39100","2800","26000","600","2700","9700","17600","20500","3500","50600","39000","9600","8100","12800","24100","3800","23900","61800","10100","17100","24300","41700","8900","42900","101300","26000","17500","38900","49000","11100","42200","103400","21200","54000","61500","60700","20700","64600","125700","37400"
2017,"Enterprise M3","LEP","40500","80800","134800","23600","155900","434800","52900","6400","6900","27600","c","18200","1600","c","c","6800","9800","2900","23200","31200","7500","5200","2900","10400","c","13400","39000","9500","3000","12200","21000","1300","34300","109700","8100","4900","22100","26000","4900","28200","118700","10300","20100","29800","40000","12100","38600","134600","16700"
2017,"Hertfordshire","LEP","40700","77800","140500","16700","113200","313200","31700","7900","5500","22800","c","12000","c","1400","3200","5000","13600","2900","18300","18600","c","2800","9100","16900","c","7200","33100","3500","4100","12800","23600","3800","24500","82500","9400","7400","19600","21800","1300","19800","92600","4700","15200","25800","41800","8000","31300","86000","11600"
2017,"London","LEP","406200","405300","642900","65100","806200","3056000","542100","51500","49500","155900","1400","83400","7300","15500","23000","22600","66300","8300","172000","229300","29400","27900","33300","50700","6500","96500","517300","64000","75200","73400","108800","9300","168700","1019700","160000","88300","86900","109300","14900","120000","664300","138400","140500","139600","151900","24700","165500","618200","134700"
2017,"New Anglia","LEP","77900","132200","164700","35900","194700","297700","59900","8700","10200","27600","c","17900","c","c","5500","10800","13000","1700","32400","20000","4700","6200","11500","19400","3400","22000","27300","4700","8900","18400","26100","6900","36800","72200","15600","10700","30000","33300","6900","38400","68800","13700","37800","51300","45300","16200","47200","108300","20100"
2017,"Oxfordshire","LEP","16200","37500","55700","8900","71900","212300","18400","3000","2900","13700","c","7200","c","c","c","3200","7500","c","12100","10900","c","c","3400","4300","c","3800","27300","c","1800","8300","9200","c","16400","51900","5000","3700","9600","6400","1700","10100","56000","5400","6700","10100","14800","5100","22300","66200","5700"
2017,"Sheffield City Region","LEP","77500","116500","154300","32100","142700","289600","62700","7900","10800","28600","c","12300","2200","3300","5100","11500","17500","5000","27800","32600","5500","7500","14800","15600","2300","14900","36300","9700","10300","23600","23400","4800","27100","72400","11000","11800","25900","26600","4500","25600","65500","14300","34800","29800","42700","15000","35000","80500","18800"
2017,"Solent","LEP","42100","93500","129100","33300","165700","262200","41200","6100","9600","26400","1200","15700","2700","800","2300","8200","12700","2700","40200","19200","2200","3100","6800","10100","5600","22400","30400","6800","4600","11700","18400","4200","27900","66200","8100","7200","20500","29200","3400","25700","61300","8100","18700","36600","32200","16200","33900","82400","15300"
2017,"South East","LEP","176700","359000","467500","89400","458900","821100","144800","24100","32500","72500","4800","42700","6100","low","11300","24500","45200","11400","74900","53200","8400","10300","31300","46900","7800","52300","92900","14300","21200","56600","79300","13900","95400","197000","35000","29700","75000","93400","16200","84400","207600","34500","80200","139100","130200","35200","109200","264100","52100"
2017,"South East Midlands","LEP","85000","119800","168800","36700","182300","365100","79600","10100","13700","31700","1700","14100","1300","2300","3800","8500","17000","6300","37000","28000","5100","7000","7100","13400","3300","21300","44200","8100","10100","18500","30800","8300","35100","97000","18600","16400","27500","31400","7600","30700","89700","22300","37700","44600","44600","9500","44100","104900","23100"
2017,"York and North Yorkshire","LEP","29900","50200","84000","19600","91500","191400","23000","3800","5300","16200","c","7400","1900","c","1100","4400","9700","2600","18900","8900","1100","3900","1800","7700","1400","10200","18300","3700","3800","7300","10300","2400","17100","42300","4100","2900","11000","17500","2700","14700","48300","5700","14500","20300","22600","9300","23300","71800","8300"
2017,"Greater Cambridge and Greater Peterborough","LEP","35000","65700","83900","14600","80800","202000","41900","5500","3300","15300","800","9700","1200","2200","3600","5800","6500","c","14600","15800","6200","3400","5500","6500","c","7600","28500","2300","5500","11400","10600","2200","14200","53600","13800","3700","18300","18000","2800","10700","51400","8300","13300","21300","27000","7800","24200","51400","8900"
2017,"Greater Lincolnshire","LEP","53000","98400","130800","20800","110200","182800","65800","5000","12400","18200","c","10200","low","1600","3500","6700","16800","2600","20100","10500","1600","3400","5400","12900","2100","9900","22600","7600","7700","14900","18500","2100","22800","43400","13400","8700","22200","26500","3600","18700","41200","15700","24800","36700","37900","10300","28600","64700","25900"
2017,"Hull and East Yorkshire","LEP","28200","43300","54800","16600","68100","118000","33700","3600","5200","7100","c","8200","c","900","800","2900","5400","2300","10400","9900","2500","2000","4900","4800","800","8100","13300","3700","4000","4300","7600","1600","15100","27500","8800","3600","10400","12300","3500","10500","29600","6400","14200","15500","17500","7900","15800","37500","11300"
2017,"Leeds City Region","LEP","168500","173800","235500","48200","253400","464200","99500","15700","18500","47700","2400","23200","1000","1800","14000","14000","29600","4900","52900","42700","8800","14600","17600","17800","3900","32500","62800","9200","33100","28700","39500","6800","48800","122800","23200","28600","37600","43700","10800","43100","104100","28400","62400","57300","57300","19400","52900","130800","28100"
2018,"Black Country","LEP","114000","96000","140400","15000","107700","177900","76100","9400","10400","23300","700","8300","1500","3900","6800","10100","16700","2400","19500","15300","6000","7300","8100","16400","1500","14300","23300","8200","23100","18800","24800","1600","21100","52100","19900","22700","14100","24400","2100","19700","38100","16300","44700","34500","34800","6900","24800","47700","21700"
2018,"Cheshire and Warrington","LEP","33300","53600","98200","13800","93900","238200","27300","6800","5200","14400","c","9300","1500","1200","3600","700","10000","c","11500","18900","2700","2500","5100","4000","2200","11800","23800","1300","4300","6400","20400","2900","19300","47300","6100","3100","12300","19200","1800","18400","61200","4800","13000","23900","30200","6600","23600","85500","11100"
2018,"Cornwall and Isles of Scilly","LEP","21900","38500","53000","12700","72300","114100","14900","3000","4300","10100","c","6300","1400","900","1300","1900","6700","1700","14000","5800","c","1100","2100","4700","c","8600","11100","c","1400","5800","7900","2000","12000","21900","2600","c","8100","8900","2200","12100","30600","1900","14400","16400","14700","5900","19200","43300","7500"
2018,"Coventry and Warwickshire","LEP","52500","54900","86700","17300","106600","222400","41500","7600","6600","13700","c","7300","c","1800","3100","4900","8500","2000","20600","18400","4000","5000","2200","5900","2800","13300","31400","4500","9500","8300","18500","3200","22600","60100","7800","8000","11100","15200","1200","17100","46000","10000","19300","21700","24900","7400","25500","66200","13500"
2018,"Cumbria","LEP","16700","39800","47800","14400","62800","92100","15900","2600","3200","7600","1100","3900","c","c","c","4500","3100","2700","6100","6000","1000","800","2800","5700","900","6400","7400","2200","1300","3900","7300","2600","14200","19900","2600","4200","8000","8200","1200","10900","24300","2500","7400","17400","15900","6000","21200","34100","7200"
2018,"Dorset","LEP","22600","51200","75100","19900","97200","156700","22700","4000","3000","13800","500","8200","c","500","1000","5200","6200","700","17800","9100","1600","1600","2800","5700","2300","10100","15400","2400","3200","9000","11400","3700","17700","36700","3900","3600","10900","13100","3500","16400","39300","4900","9100","20400","24900","9200","27100","56000","9400"
2018,"Gloucestershire","LEP","21900","42800","61900","10500","69000","149100","22000","2000","5000","14200","c","3900","c","c","c","2400","5200","c","12600","10500","c","1400","2500","3100","c","7400","17700","1900","3600","6600","7900","1800","15900","30400","7000","4900","9800","10200","1900","9800","38500","5500","9300","16500","21300","5000","19500","51500","7000"
2018,"Greater Birmingham and Solihull","LEP","117200","142000","210500","21700","239800","425200","102200","16500","15200","44100","c","21800","c","5700","10600","12400","21200","1500","57400","48500","9800","6800","19200","14100","3900","32300","65700","12400","19400","23200","39200","3000","42000","97600","21700","26800","31000","35100","3900","35600","103200","25600","37200","40900","56900","8800","50900","109700","27000"
2018,"Greater Manchester","LEP","173400","192300","289600","54600","314700","632800","119800","15900","18800","57300","1400","25900","1900","5700","7100","18700","29700","5400","67100","53300","9100","13300","16900","27700","5400","39600","98100","13900","23600","31600","51600","10500","66600","186500","24100","42800","36100","47700","10100","46700","140800","27700","70600","70100","75600","21800","68800","152300","39300"
2018,"Heart of the South West","LEP","57400","108000","173100","35600","224100","361600","46600","9300","11600","29600","c","22200","1600","1900","3100","10000","19300","3500","42400","20500","2700","3700","4300","18300","4800","28500","39600","3400","6400","14300","22800","5200","43100","87000","9300","4400","21100","31900","6100","33900","90300","8300","30500","46600","51200","15000","54100","122500","20900"
2018,"Lancashire","LEP","79500","98500","157800","39600","160100","313500","49200","8800","9400","29700","2200","14500","1100","1200","2600","6300","16400","6000","30000","27100","2100","6400","7900","8600","3000","14700","44100","6600","12500","11500","24300","6100","34100","72300","12700","17600","18900","35600","7700","27500","65400","10200","31700","44400","43200","14600","39300","103600","16400"
2018,"Leicester and Leicestershire","LEP","64700","70700","98100","18800","124800","225400","50100","5400","7000","18200","1200","14000","c","2400","4700","4100","12900","2800","30900","17900","3000","4000","8400","9600","c","12000","28500","4300","11700","11900","12900","3300","22900","58000","12700","14300","12700","18100","3100","17200","55900","10400","24700","26600","26300","8400","27700","65100","17200"
2018,"Liverpool City Region","LEP","103500","96300","187400","28300","170000","318300","62800","11800","9700","27200","c","15500","1200","2300","5900","4200","22100","2700","37000","25700","7900","7700","7300","19200","2900","16300","50500","7700","18400","13300","37300","2500","34400","77200","12700","16200","20500","30000","4600","27200","73800","10900","43500","41200","51500","15500","39500","90100","21200"
2018,"North East","LEP","106500","147000","243200","53800","231800","383900","62700","13000","14900","35300","3800","16100","1500","1500","5600","11000","26900","7900","43400","37100","4000","7500","12300","21300","5800","29100","47500","8800","11100","24000","42000","7700","47100","94100","13300","16200","26100","43000","8600","40800","89500","11800","53100","58800","74600","20100","55400","114100","23200"
2018,"Stoke-on-Trent and Staffordshire","LEP","53800","76400","127200","19900","122100","228100","55600","8000","6400","18700","c","10900","c","1600","5200","5600","9600","c","20000","18500","4900","4800","6300","8200","3300","18700","24000","5500","6500","16100","23600","2200","21800","52100","11100","7100","14900","24600","3700","24300","53200","13500","22200","27100","42400","8800","26400","79900","19100"
2018,"Swindon and Wiltshire","LEP","23500","53600","74700","15200","69300","162300","29500","3500","4500","12900","600","6000","c","1100","1500","2200","7600","1500","6800","10400","1200","1200","5300","6400","c","10600","12100","2600","4300","9100","13400","2900","14600","35500","7300","3100","9700","13100","2400","15100","44600","8000","10000","22800","21300","7500","16200","59500","9200"
2018,"Tees Valley","LEP","49200","46100","69300","10600","77300","125700","31700","4500","5300","11700","c","5900","1200","1800","3000","3100","7500","1400","12900","10400","2700","3300","3700","7100","1000","8600","14900","4400","6500","8400","12100","1200","16700","29800","6300","8700","7000","10700","1800","13400","30500","5900","23200","18700","20200","5000","19800","38800","10700"
2018,"Thames Valley Berkshire","LEP","30400","47900","78900","12400","84500","280300","33900","6000","5900","15500","c","9400","600","1000","1100","3000","6700","2000","16600","17100","1000","1700","2000","6800","600","10400","30300","2900","5500","8400","10900","1300","15200","79900","9500","4100","9500","14100","1800","14300","77900","9400","11900","19000","24900","6500","18700","74400","10100"
2018,"The Marches","LEP","28500","42900","67900","16100","73400","141300","30700","3000","4600","11500","low","4600","500","900","1000","3200","5800","1300","12600","6400","1300","2700","3400","4900","low","9500","13400","4000","4000","5600","12100","4500","11700","31000","7000","4000","9200","12300","1900","15400","35400","6400","13800","16900","21300","7400","19600","54500","11000"
2018,"West of England","LEP","28600","63800","100300","23900","135600","338400","40600","5400","5500","18200","c","10900","c","800","2400","7100","12500","3000","34300","27700","2700","1000","3200","8200","2800","15000","49800","3200","2900","9500","17400","3600","21500","91700","8900","4200","11900","17100","3000","21200","79100","11000","12700","26600","27000","11400","32700","89700","14000"
2018,"Worcestershire","LEP","25100","33800","64600","9800","63400","126000","24500","2700","4200","12400","c","4400","c","c","c","2100","5500","c","12900","8300","1300","1600","2800","7600","c","7700","9600","1900","2800","4400","7300","2900","11400","24200","5700","5400","8300","12600","2600","8400","38600","8100","11500","12000","19300","3100","18800","45200","7400"
2018,"Buckinghamshire","LEP","12200","31300","44400","8600","57400","154900","12700","2500","900","13600","c","5100","c","c","c","3300","c","1800","13300","11300","c","c","3700","3900","c","5200","16800","1500","1700","3400","6800","900","11300","35000","1700","3400","6600","6200","2800","7900","45700","5200","3400","13300","12900","3200","14600","45900","4400"
2018,"Coast to Capital","LEP","43400","84500","151100","15100","176200","429200","41600","10000","7200","23700","c","15800","c","1700","c","6300","12000","c","39200","35500","2400","3700","6600","11200","c","13800","42500","3000","4100","7700","28000","1500","36900","95500","5200","8400","20800","27000","2900","27200","116800","11700","16700","35900","49200","6100","43200","138700","17700"
2018,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","106000","168700","217200","50500","269400","454400","95500","12100","21000","37900","1600","20800","900","3800","4100","13000","16600","5700","58700","47100","3700","6800","13000","21800","4400","27900","63100","7800","12600","24900","35800","7900","49500","108400","25500","20400","33000","44700","7700","44300","101900","23500","50000","63800","60400","23200","68100","132900","31200"
2018,"Enterprise M3","LEP","30900","86600","139600","31600","174900","420800","42800","8000","11100","22500","c","17200","c","1600","c","3800","12400","c","36000","31900","2700","2200","6400","11400","4100","23200","37100","3300","2900","11800","22500","3200","37400","101000","10700","3000","22900","23700","9500","24800","111100","8300","14800","30700","47000","12100","36200","139200","16300"
2018,"Hertfordshire","LEP","52000","73000","133900","19700","113200","314000","34300","5900","4700","26300","c","10100","c","c","4400","6400","9900","2700","15300","21600","c","4600","4100","10600","2300","12000","38500","c","7800","11600","26900","c","24000","83300","10400","10300","17900","22300","4100","18400","84700","9100","19100","28300","37800","8600","33300","85000","11700"
2018,"London","LEP","399100","412800","667200","69000","759900","3186900","512200","58900","43300","161500","3100","75900","8400","12300","12400","27500","74700","4800","156500","247600","31700","25300","34300","51200","9200","88400","539800","48500","74800","80500","114400","8000","162600","1063000","143400","77700","80100","107300","13900","123000","706100","127800","150000","147200","158000","30000","153500","621900","148600"
2018,"New Anglia","LEP","66900","146000","183600","34000","165300","296800","66300","7800","12300","29600","c","13600","c","c","3300","9900","16500","4600","26200","17800","8700","4900","10900","17100","4500","21100","28700","6800","8700","28700","29800","6500","37700","63700","11700","10900","29100","36900","4600","24100","72800","18100","31300","55100","53900","13300","42600","112900","20700"
2018,"Oxfordshire","LEP","18000","33300","50800","12000","73900","213900","21500","2500","1700","14300","c","7200","c","c","c","4900","2300","c","18900","13000","c","3900","3300","3300","c","7200","17600","c","c","4200","6500","3600","12500","66100","2400","3800","5900","6600","1700","8300","55000","9000","7000","13200","17700","5200","19800","61700","7900"
2018,"Sheffield City Region","LEP","70500","107200","142100","35000","168100","290000","64800","7300","13400","26200","c","15200","c","1400","8400","12200","18000","4300","37100","20100","3900","6000","8400","16300","3500","20800","41900","4800","9200","16500","21400","4800","29400","79700","15700","11100","18900","22800","4300","29800","69400","13500","28500","37900","37400","17600","35800","78600","25600"
2018,"Solent","LEP","41700","95800","128800","26400","154100","274100","45900","6900","7000","26700","1300","13300","2600","1600","700","7400","11200","1800","33200","20800","5900","1600","7600","13800","1500","20900","30800","4700","5800","13100","22100","3300","26000","69000","8900","6100","19400","21000","3600","27600","70300","9800","20500","41400","34000","14800","33200","80600","15000"
2018,"South East","LEP","210000","346600","458500","79800","443100","833600","156500","26300","28800","75600","3900","32600","3300","5400","13700","26900","28800","8400","80600","53900","10700","14400","27400","49800","3800","40600","102500","16600","28400","56800","76500","10400","97500","210400","34900","37000","75700","82900","13300","77200","212600","36900","90100","131000","144900","39900","114700","250900","52000"
2018,"South East Midlands","LEP","86300","109500","178000","37400","173700","380200","79900","10900","10000","40300","1200","11200","1000","1600","4100","5000","12500","5300","30500","28300","5900","6300","6500","13600","5800","25300","43100","10300","14400","18600","34600","5000","38400","97400","20900","14400","21400","30900","7200","29300","97900","20300","36200","47900","45900","12900","39100","112600","20900"
2018,"York and North Yorkshire","LEP","23100","45600","75700","14800","97300","207300","22700","3200","6100","15200","c","9400","c","c","1700","c","4300","c","24500","13100","2100","1300","2900","4900","c","14100","20900","2200","1900","8600","12300","2300","11400","46400","5500","3500","7500","10900","2700","15800","53700","4700","11500","20100","28000","8900","22200","73300","8300"
2018,"Greater Cambridge and Greater Peterborough","LEP","35600","60400","80800","9700","91700","210100","33800","4000","4800","18300","c","6200","700","1500","3900","5100","7900","c","18700","12700","3000","1200","4900","6000","c","11000","28900","2100","4600","6200","13200","1000","16300","64000","7900","5600","9400","17100","2200","15900","52300","8900","16400","29800","18400","5700","23700","51600","10400"
2018,"Greater Lincolnshire","LEP","52700","92400","125100","18600","118300","188700","65600","4100","8100","23600","c","8000","900","1800","4900","6800","9000","1700","19800","12300","5400","4300","5300","10200","2000","13300","21400","7400","6000","12500","24200","1300","18700","44800","14500","6800","17400","18200","5200","24500","46600","15000","26500","42300","40000","8100","34000","62700","21600"
2018,"Hull and East Yorkshire","LEP","37300","41300","58600","16200","69900","105100","32800","5200","2600","8100","800","6900","c","600","3000","3400","5800","2400","11800","6900","1200","3000","4600","4000","2500","7800","12400","3600","5500","6600","10000","1300","15000","27600","7600","5600","7500","13500","2500","11500","22900","8900","14900","16500","17100","6700","17000","34800","10800"
2018,"Leeds City Region","LEP","135800","196800","238100","42900","257700","472900","103100","17800","20300","44200","c","25000","2000","1100","8300","17800","31900","2300","56600","43200","5600","8700","18800","20500","2900","32400","66200","9500","22500","39400","41700","8000","47300","121400","26100","27300","39500","36900","9900","43400","106900","26200","51300","61000","63000","19200","53000","133200","34600"
2019,"Black Country","LEP","121800","93000","134000","15200","111600","180300","73200","9600","8100","20300","1700","7500","1000","3800","8900","10200","15200","3100","17800","15300","6300","11400","8200","15500","2400","14700","22300","8500","25100","15900","26600","1200","27400","51300","16500","19700","17000","22500","2500","19800","41300","16100","47100","33700","33900","4300","24300","49000","22000"
2019,"Cheshire and Warrington","LEP","35400","49700","96600","14400","96300","234600","30300","4100","5700","18500","c","7600","c","800","5300","3800","4400","c","14900","12600","4000","3700","4800","10600","c","6900","21300","4500","5600","6900","12000","1400","20100","56600","4500","3300","9100","15800","2800","19300","59600","7000","13400","19500","35200","7400","27500","84400","9600"
2019,"Cornwall and Isles of Scilly","LEP","19300","36400","54200","12300","66000","120900","17200","3400","5200","7900","c","2400","c","c","c","c","3300","1500","11300","5100","c","c","c","3400","1600","4200","10500","1700","1400","4900","9500","1300","17600","27400","3200","2500","6900","11800","1200","11300","30000","2800","10000","17000","18300","6900","19200","46400","7900"
2019,"Coventry and Warwickshire","LEP","42900","52100","93000","16700","101700","234900","43700","5500","8700","15100","c","5500","c","2200","2600","5600","7800","1800","25000","16500","3200","4000","2600","5700","2900","7700","36400","6100","8400","6000","19600","2800","19500","67100","10600","7600","10000","17000","3100","17500","51200","10600","14800","19300","27800","6000","26500","63700","11000"
2019,"Cumbria","LEP","15600","43700","49100","11300","60500","94000","15100","2300","4100","6800","c","4300","c","c","c","4100","2200","1400","8500","5800","c","c","3000","6700","1500","6800","7100","1200","1400","5900","6600","1300","12700","22200","2100","4400","8000","10100","1500","10700","18200","5200","6800","18600","16700","5300","17600","40300","5800"
2019,"Dorset","LEP","21900","52200","67400","18300","88200","168500","26800","4300","5400","12600","c","5600","low","1100","1100","4300","6000","1600","16800","8200","2800","c","5100","5000","800","8900","18100","1500","3000","7300","7800","2700","15900","40800","7100","3200","8400","9500","3800","16900","43200","6000","10000","21700","26400","9100","24100","57700","8300"
2019,"Gloucestershire","LEP","17800","41600","60800","9700","62200","163600","22300","c","3900","11600","c","7400","c","1400","c","c","7800","c","5700","14700","1600","c","3300","3100","1400","9000","14300","2800","2700","6800","7500","2600","14300","35900","3400","3700","6500","9600","c","9400","43100","5900","8300","19900","21200","4400","16400","55200","7300"
